-38.71388,-71.62408,1388703292
-38.69669,-71.62021,1388703891
-38.6966,-71.62322,1388704715
-38.66051,-71.61841,1388705315
-38.61595,-71.59972,1388773777
-38.63078,-71.60147,1388776174
-38.64592,-71.60957,1388778796
-38.65107,-71.61548,1388779396
-38.65047,-71.61987,1388779996
-38.84499,-71.67148,1388843263
-38.85234,-71.79382,1388843865
-38.90643,-71.92487,1388844468
-38.98894,-72.41728,1388846909
-38.97943,-72.54889,1388847462
-38.97078,-72.5723,1388848109
-39.01232,-72.65537,1388848657
-39.13858,-72.63504,1388849257
-39.26448,-72.55709,1388849855
-39.35756,-72.62472,1388850455
-39.43335,-72.75201,1388851055
-39.55202,-72.94542,1388852859
-39.62777,-73.06789,1388853459
-39.72978,-73.11682,1388854059
-39.80978,-73.25404,1388855928
-39.80978,-73.25378,1388856528
-39.80974,-73.25378,1388857128
-39.80978,-73.25491,1388857659
-39.85632,-73.39001,1388860656
-39.86101,-73.35118,1388862447
-39.82097,-73.26139,1388863047
-39.82809,-73.22226,1388863647
-40.01541,-72.94221,1388865444
-40.11394,-72.87011,1388866044
-40.23483,-72.94229,1388866644
-40.32513,-72.98944,1388867289
-40.80534,-73.16665,1388870241
-41.20728,-73.06017,1388872038
-41.32826,-72.9988,1388872638
-41.44435,-72.95554,1388873238
-41.48084,-72.95335,1388875036
-41.48075,-72.95335,1388875636
-41.45753,-72.95447,1388876236
-41.35144,-72.98087,1388876883
-41.33365,-72.41339,1388938173
-41.46192,-72.30517,1388940600
-41.49411,-72.30869,1388941200
-41.49411,-72.30869,1388941800
-41.45605,-72.2204,1388948551
-41.4543,-72.21805,1388948959
-41.436,-72.18606,1388954581
-41.43424,-72.18512,1388955181
-41.43373,-72.17654,1388955781
-41.40622,-72.13773,1389032955
-41.40541,-72.14082,1389034752
-41.40584,-72.14297,1389035352
-41.4064,-72.14435,1389035952
-41.4061,-72.14456,1389036558
-41.40586,-72.14738,1389037150
-41.40625,-72.14944,1389037750
-41.40616,-72.13779,1389044352
-41.40577,-72.1371,1389044952
-41.40564,-72.13684,1389045552
-41.41881,-72.13675,1389106054
-41.67773,-72.32916,1389125228
-41.69874,-72.375,1389125936
-41.71724,-72.4465,1389126536
-41.99776,-72.58929,1389131816
-41.97189,-72.4715,1389278585
-41.97195,-72.47156,1389279139
-41.97191,-72.47165,1389279739
-42.31125,-72.47548,1389289440
-42.33425,-72.46845,1389290040
-42.36348,-72.45755,1389290640
-42.545,-72.52285,1389297724
-42.54582,-72.52337,1389298324
-42.54608,-72.52379,1389298924
-42.78142,-72.65039,1389388246
-42.78143,-72.6503,1389388844
-42.78143,-72.65039,1389389444
-42.78139,-72.65033,1389391243
-42.78142,-72.65024,1389395439
-42.78142,-72.65036,1389396061
-42.78142,-72.65036,1389396661
-42.78142,-72.65036,1389397261
